account_id,district_id,frequency,date,Account_type
2279,2,weekly,2020-10-30,Salary account
1478,5,Monthly,2020-10-30,Salary account
3228,29,Monthly,2020-10-30,NRI account
221,19,Monthly,2020-10-30,NRI account
3022,64,Monthly,2020-10-30,NRI account
122,31,Monthly,2020-10-30,Savings account
2418,64,Monthly,2020-10-29,Savings account
806,13,Monthly,2020-10-29,Salary account
65,36,Monthly,2020-10-29,Savings account
9201,69,Monthly,2020-10-28,Savings account
888,54,Monthly,2020-10-28,Salary account
4715,8,Monthly,2020-10-28,Savings account
3956,6,Monthly,2020-10-28,Salary account
4375,39,Monthly,2020-10-28,Savings account
1855,34,Monthly,2020-10-27,NRI account
224,15,Monthly,2020-10-27,Salary account
281,1,Monthly,2020-10-27,NRI account
199,70,Monthly,2020-10-26,Savings account
778,68,Monthly,2020-10-26,NRI account
3811,1,Monthly,2020-10-26,NRI account
1785,52,Monthly,2020-10-25,NRI account
5912,45,Monthly,2020-10-25,Salary account
1176,19,Monthly,2020-10-24,NRI account
272,11,Monthly,2020-10-23,Salary account
366,1,Monthly,2020-10-23,Salary account
1226,1,Monthly,2020-10-23,Salary account
2759,46,Monthly,2020-10-23,Salary account
6902,60,Monthly,2020-10-22,Savings account
3877,59,Monthly,2020-10-22,Salary account
2290,37,Monthly,2020-10-22,Savings account
1330,68,Monthly,2020-10-22,NRI account
9037,1,Monthly,2020-10-22,Salary account
1464,73,Monthly,2020-10-21,NRI account
1819,55,weekly,2020-10-21,Savings account
2502,32,Monthly,2020-10-21,Savings account
1888,6,Monthly,2020-10-21,Salary account
5317,28,Monthly,2020-10-20,NRI account
6592,1,Monthly,2020-10-20,Salary account
1060,6,Monthly,2020-10-20,Savings account
473,73,Monthly,2020-10-20,NRI account
1745,53,Monthly,2020-10-19,Salary account
1090,69,Monthly,2020-10-19,NRI account
329,3,Monthly,2020-10-19,NRI account
975,1,Monthly,2020-10-19,NRI account
3143,38,Monthly,2020-10-18,NRI account
2709,2,Monthly,2020-10-18,Savings account
1541,60,Monthly,2020-10-18,NRI account
305,34,Monthly,2020-10-18,NRI account
3690,67,suance after a transaction,2020-10-18,Savings account
3766,29,suance after a transaction,2020-10-18,Savings account
3454,32,Monthly,2020-10-17,Savings account
2046,68,Monthly,2020-10-17,NRI account
1492,24,Monthly,2020-10-17,Salary account
3776,1,Monthly,2020-10-16,Salary account
1577,67,Monthly,2020-10-16,NRI account
8784,1,Monthly,2020-10-16,Salary account
1645,50,Monthly,2020-10-16,NRI account
713,58,Monthly,2020-10-15,NRI account
11325,62,Monthly,2020-10-15,Savings account
8628,2,suance after a transaction,2020-10-15,Savings account
4493,61,suance after a transaction,2020-10-15,Salary account
410,49,Monthly,2020-10-15,Savings account
2988,66,suance after a transaction,2020-10-14,Salary account
3314,25,Monthly,2020-10-14,Salary account
4949,33,Monthly,2020-10-14,Savings account
9677,8,Monthly,2020-10-13,NRI account
342,64,Monthly,2020-10-13,NRI account
536,14,Monthly,2020-10-13,NRI account
350,47,Monthly,2020-10-13,Savings account
2475,17,Monthly,2020-10-13,Savings account
10063,4,weekly,2020-10-13,Salary account
581,26,Monthly,2020-10-13,Savings account
6950,36,Monthly,2020-10-12,Savings account
3271,8,Monthly,2020-10-12,NRI account
3329,3,Monthly,2020-10-12,Savings account
4090,72,Monthly,2020-10-11,Savings account
3249,74,Monthly,2020-10-11,Savings account
472,8,Monthly,2020-10-11,Salary account
1777,60,Monthly,2020-10-10,NRI account
1003,28,Monthly,2020-10-10,Savings account
3394,23,Monthly,2020-10-09,Salary account
7636,40,Monthly,2020-10-08,Savings account
3175,50,Monthly,2020-10-08,NRI account
1812,31,Monthly,2020-10-08,NRI account
10607,52,Monthly,2020-10-08,Savings account
2999,66,Monthly,2020-10-08,NRI account
921,10,Monthly,2020-10-08,Salary account
2934,1,Monthly,2020-10-08,Salary account
261,54,Monthly,2020-10-07,NRI account
2240,36,Monthly,2020-10-07,NRI account
2657,55,Monthly,2020-10-07,Savings account
1558,32,Monthly,2020-10-06,NRI account
2465,57,Monthly,2020-10-06,Savings account
814,76,Monthly,2020-10-06,Salary account
325,75,Monthly,2020-10-06,Savings account
3904,18,Monthly,2020-10-05,NRI account
2252,1,Monthly,2020-10-05,NRI account
826,44,Monthly,2020-10-05,Salary account
1008,13,Monthly,2020-10-05,NRI account
3913,23,Monthly,2020-10-04,NRI account
822,40,Monthly,2020-10-04,Salary account
1155,43,Monthly,2020-10-04,NRI account
2807,42,Monthly,2020-10-04,Salary account
1751,53,Monthly,2020-10-04,NRI account
3158,71,Monthly,2020-10-03,NRI account
3071,41,Monthly,2020-10-03,Savings account
1586,1,Monthly,2020-10-03,Salary account
3232,37,Monthly,2020-10-02,Salary account
618,1,Monthly,2020-10-02,Savings account
1502,1,Monthly,2020-10-02,NRI account
10857,50,Monthly,2020-10-02,Savings account
692,69,Monthly,2020-10-02,Savings account
3843,62,Monthly,2020-10-02,Salary account
569,76,Monthly,2020-10-01,Salary account
1500,43,Monthly,2020-10-01,Savings account
2561,59,Monthly,2020-09-29,NRI account
972,46,Monthly,2020-09-29,Salary account
698,71,Monthly,2020-09-29,NRI account
2294,46,Monthly,2020-09-29,Salary account
2373,14,Monthly,2020-09-29,Salary account
241,15,Monthly,2020-09-29,NRI account
2483,1,Monthly,2020-09-29,Salary account
2083,1,Monthly,2020-09-28,NRI account
1823,3,Monthly,2020-09-28,Salary account
2955,67,Monthly,2020-09-27,Salary account
3446,6,suance after a transaction,2020-09-27,NRI account
3339,1,Monthly,2020-09-27,Salary account
1631,10,Monthly,2020-09-27,Savings account
2869,68,Monthly,2020-09-27,NRI account
3399,63,Monthly,2020-09-26,Savings account
1374,53,Monthly,2020-09-26,Salary account
1463,32,Monthly,2020-09-25,NRI account
3894,52,Monthly,2020-09-25,NRI account
2091,1,Monthly,2020-09-25,NRI account
1377,1,Monthly,2020-09-25,Salary account
9241,74,Monthly,2020-09-25,Savings account
1308,54,Monthly,2020-09-25,Savings account
1370,52,Monthly,2020-09-25,NRI account
770,7,Monthly,2020-09-24,Salary account
2332,77,Monthly,2020-09-24,NRI account
1100,35,Monthly,2020-09-23,NRI account
1484,70,Monthly,2020-09-23,Salary account
2801,11,Monthly,2020-09-23,NRI account
1113,8,Monthly,2020-09-23,Savings account
3967,54,Monthly,2020-09-22,Salary account
1173,11,Monthly,2020-09-22,Salary account
7632,68,Monthly,2020-09-22,Salary account
2339,63,Monthly,2020-09-22,Savings account
2640,1,Monthly,2020-09-21,Savings account
2921,54,Monthly,2020-09-21,Salary account
3431,64,Monthly,2020-09-21,NRI account
3179,71,Monthly,2020-09-20,Savings account
2906,49,Monthly,2020-09-20,Savings account
1538,22,Monthly,2020-09-20,NRI account
6083,6,weekly,2020-09-19,Salary account
1669,39,Monthly,2020-09-19,Savings account
8268,59,Monthly,2020-09-19,Savings account
1063,68,Monthly,2020-09-19,Salary account
1532,54,Monthly,2020-09-19,Savings account
1957,33,Monthly,2020-09-18,NRI account
3569,1,Monthly,2020-09-18,Savings account
10789,75,Monthly,2020-09-18,Savings account
831,44,Monthly,2020-09-18,Salary account
3191,72,Monthly,2020-09-17,NRI account
2076,18,Monthly,2020-09-17,NRI account
1002,50,Monthly,2020-09-17,NRI account
8381,14,Monthly,2020-09-17,Savings account
2275,1,Monthly,2020-09-16,Savings account
5305,47,Monthly,2020-09-16,Salary account
1329,53,Monthly,2020-09-16,Savings account
3098,1,Monthly,2020-09-16,Salary account
4349,74,Monthly,2020-09-16,Savings account
2990,30,Monthly,2020-09-16,NRI account
3800,30,Monthly,2020-09-16,Salary account
1556,54,Monthly,2020-09-15,Savings account
6075,19,Monthly,2020-09-15,Salary account
1066,16,weekly,2020-09-15,Savings account
3044,72,Monthly,2020-09-14,Salary account
3499,51,Monthly,2020-09-14,Salary account
1474,63,Monthly,2020-09-14,NRI account
2026,64,Monthly,2020-09-14,Savings account
164,60,Monthly,2020-09-13,NRI account
1799,9,Monthly,2020-09-13,Savings account
1600,1,Monthly,2020-09-13,NRI account
2164,63,Monthly,2020-09-12,NRI account
3508,42,Monthly,2020-09-12,Savings account
2156,1,Monthly,2020-09-11,Salary account
2349,72,Monthly,2020-09-11,Savings account
2614,44,Monthly,2020-09-11,Savings account
339,46,weekly,2020-09-11,Salary account
1067,34,Monthly,2020-09-10,Savings account
2629,66,Monthly,2020-09-10,NRI account
1774,61,Monthly,2020-09-10,Salary account
2045,34,Monthly,2020-09-09,Savings account
2058,34,Monthly,2020-09-09,Savings account
1190,52,Monthly,2020-09-09,NRI account
297,74,Monthly,2020-09-08,Savings account
2914,4,Monthly,2020-09-08,Savings account
4405,41,Monthly,2020-09-08,Salary account
2084,44,Monthly,2020-09-08,Salary account
1408,10,Monthly,2020-09-07,Savings account
125,2,suance after a transaction,2020-09-07,NRI account
2655,1,Monthly,2020-09-07,NRI account
2314,2,Monthly,2020-09-07,Salary account
7082,57,Monthly,2020-09-06,Salary account
1910,60,Monthly,2020-09-06,NRI account
5362,76,weekly,2020-09-06,Salary account
920,58,Monthly,2020-09-05,Savings account
1525,57,Monthly,2020-09-05,NRI account
1997,74,Monthly,2020-09-05,Savings account
1679,68,Monthly,2020-09-05,Salary account
174,52,Monthly,2020-09-04,NRI account
694,67,Monthly,2020-09-04,NRI account
2885,1,Monthly,2020-09-04,Savings account
2872,1,Monthly,2020-09-04,Savings account
3126,17,Monthly,2020-09-03,NRI account
1293,40,Monthly,2020-09-03,Salary account
406,63,Monthly,2020-09-03,NRI account
4456,14,Monthly,2020-09-03,Savings account
3418,42,suance after a transaction,2020-09-02,Savings account
871,1,Monthly,2020-09-02,Savings account
2953,1,Monthly,2020-09-02,Savings account
1258,3,Monthly,2020-09-01,Savings account
812,1,Monthly,2020-08-30,Salary account
3774,72,Monthly,2020-08-30,NRI account
3272,53,Monthly,2020-08-30,NRI account
7990,9,Monthly,2020-08-30,Salary account
7262,70,Monthly,2020-08-30,Salary account
3504,70,Monthly,2020-08-30,Salary account
2347,38,Monthly,2020-08-30,Savings account
269,3,Monthly,2020-08-30,Salary account
1894,6,Monthly,2020-08-29,Salary account
1117,68,Monthly,2020-08-29,Savings account
833,31,Monthly,2020-08-29,NRI account
3155,28,Monthly,2020-08-29,Salary account
242,69,Monthly,2020-08-29,NRI account
10,54,Monthly,2020-08-28,NRI account
2113,7,Monthly,2020-08-28,NRI account
2677,5,Monthly,2020-08-28,Savings account
6062,24,Monthly,2020-08-28,Salary account
2065,61,Monthly,2020-08-28,Savings account
987,15,Monthly,2020-08-27,Savings account
2360,26,Monthly,2020-08-27,Salary account
399,1,Monthly,2020-08-27,Savings account
637,49,Monthly,2020-08-27,NRI account
3353,74,Monthly,2020-08-27,Savings account
4588,12,Monthly,2020-08-27,Salary account
10220,44,Monthly,2020-08-26,NRI account
2792,1,Monthly,2020-08-26,NRI account
1504,1,Monthly,2020-08-26,NRI account
3161,48,Monthly,2020-08-26,Salary account
4186,1,Monthly,2020-08-25,Salary account
3467,17,Monthly,2020-08-25,Savings account
1350,21,weekly,2020-08-25,NRI account
20,74,Monthly,2020-08-24,Savings account
2930,1,Monthly,2020-08-24,NRI account
182,47,Monthly,2020-08-24,Salary account
1517,5,Monthly,2020-08-24,NRI account
617,74,Monthly,2020-08-23,NRI account
2746,24,Monthly,2020-08-23,NRI account
3427,36,Monthly,2020-08-23,NRI account
58,29,Monthly,2020-08-23,NRI account
918,60,Monthly,2020-08-23,NRI account
324,1,Monthly,2020-08-23,Salary account
9826,68,Monthly,2020-08-23,NRI account
2094,73,Monthly,2020-08-23,Savings account
1593,16,Monthly,2020-08-22,Salary account
3004,11,Monthly,2020-08-22,Savings account
2034,54,Monthly,2020-08-21,NRI account
2622,1,Monthly,2020-08-21,Savings account
10562,51,Monthly,2020-08-21,Salary account
7099,1,Monthly,2020-08-20,NRI account
166,17,Monthly,2020-08-20,Salary account
1367,74,Monthly,2020-08-20,Savings account
2795,11,Monthly,2020-08-20,Savings account
7637,46,Monthly,2020-08-19,NRI account
4010,30,Monthly,2020-08-19,Salary account
4144,1,Monthly,2020-08-19,Salary account
3347,4,Monthly,2020-08-19,Savings account
2976,13,Monthly,2020-08-19,Salary account
4480,58,Monthly,2020-08-19,Salary account
4969,60,weekly,2020-08-19,NRI account
1274,54,weekly,2020-08-19,Savings account
3741,65,Monthly,2020-08-18,Salary account
3311,8,Monthly,2020-08-18,NRI account
656,3,Monthly,2020-08-18,Salary account
1667,56,Monthly,2020-08-18,Savings account
3789,6,Monthly,2020-08-18,Savings account
8038,47,Monthly,2020-08-17,NRI account
967,15,Monthly,2020-08-17,Salary account
382,14,Monthly,2020-08-16,Savings account
42,39,Monthly,2020-08-16,NRI account
945,18,Monthly,2020-08-16,NRI account
2764,53,Monthly,2020-08-15,Salary account
2973,23,Monthly,2020-08-15,Salary account
2209,65,Monthly,2020-08-15,Salary account
2013,54,Monthly,2020-08-15,Savings account
1935,38,Monthly,2020-08-15,NRI account
447,5,Monthly,2020-08-14,Savings account
3549,27,Monthly,2020-08-14,NRI account
1563,47,Monthly,2020-08-14,Salary account
753,31,Monthly,2020-08-14,Savings account
779,16,Monthly,2020-08-13,Savings account
916,1,Monthly,2020-08-13,NRI account
271,1,Monthly,2020-08-13,NRI account
2439,74,Monthly,2020-08-13,Salary account
2210,31,Monthly,2020-08-13,Savings account
1885,47,Monthly,2020-08-13,Salary account
176,71,weekly,2020-08-12,Salary account
3066,74,Monthly,2020-08-12,NRI account
911,60,Monthly,2020-08-12,Salary account
2149,7,Monthly,2020-08-11,Salary account
416,6,Monthly,2020-08-11,Salary account
1501,50,Monthly,2020-08-11,NRI account
2114,30,Monthly,2020-08-11,Savings account
3749,68,Monthly,2020-08-10,Salary account
1223,70,Monthly,2020-08-10,NRI account
613,74,suance after a transaction,2020-08-10,Salary account
2947,57,Monthly,2020-08-09,NRI account
2086,70,weekly,2020-08-09,Salary account
3020,3,Monthly,2020-08-09,Salary account
1211,49,Monthly,2020-08-09,Salary account
2724,11,Monthly,2020-08-09,Savings account
963,7,Monthly,2020-08-09,Salary account
4442,54,Monthly,2020-08-08,NRI account
1325,26,Monthly,2020-08-08,Savings account
715,32,Monthly,2020-08-08,Savings account
9491,7,weekly,2020-08-08,Salary account
2917,68,Monthly,2020-08-08,NRI account
503,1,Monthly,2020-08-08,NRI account
2794,74,Monthly,2020-08-08,Savings account
2191,1,Monthly,2020-08-08,NRI account
3614,19,Monthly,2020-08-07,NRI account
2066,25,Monthly,2020-08-07,Salary account
2117,48,Monthly,2020-08-07,NRI account
436,30,Monthly,2020-08-07,NRI account
2329,1,Monthly,2020-08-07,Salary account
2134,52,Monthly,2020-08-06,Savings account
1738,15,Monthly,2020-08-06,Savings account
1576,35,weekly,2020-08-06,Salary account
1267,43,Monthly,2020-08-05,Salary account
2102,41,Monthly,2020-08-05,NRI account
1654,30,Monthly,2020-08-05,Savings account
2383,68,Monthly,2020-08-05,NRI account
2350,18,Monthly,2020-08-04,NRI account
4438,48,Monthly,2020-08-04,Salary account
2004,42,Monthly,2020-08-04,Savings account
2101,9,Monthly,2020-08-04,Savings account
3397,49,Monthly,2020-08-04,NRI account
3040,17,Monthly,2020-08-03,NRI account
4071,64,Monthly,2020-08-03,NRI account
2278,1,Monthly,2020-08-03,Savings account
371,12,Monthly,2020-08-02,Salary account
9159,64,Monthly,2020-08-02,Savings account
1906,1,Monthly,2020-08-01,Savings account
194,44,Monthly,2020-08-01,NRI account
3359,8,Monthly,2020-07-30,Salary account
9646,1,weekly,2020-07-30,NRI account
10954,25,Monthly,2020-07-29,NRI account
1571,66,Monthly,2020-07-29,Salary account
1160,39,weekly,2020-07-29,NRI account
1985,20,Monthly,2020-07-29,Salary account
4389,77,Monthly,2020-07-28,NRI account
3192,18,Monthly,2020-07-28,Salary account
836,46,Monthly,2020-07-28,Salary account
3880,3,Monthly,2020-07-28,NRI account
7424,68,Monthly,2020-07-28,Salary account
1187,55,Monthly,2020-07-28,Savings account
25,68,Monthly,2020-07-28,NRI account
3491,51,Monthly,2020-07-27,NRI account
6453,34,Monthly,2020-07-27,Savings account
7907,70,Monthly,2020-07-27,Savings account
2291,49,Monthly,2020-07-27,NRI account
1900,27,Monthly,2020-07-27,Savings account
3443,45,Monthly,2020-07-26,NRI account
11027,32,weekly,2020-07-26,Savings account
303,71,Monthly,2020-07-25,Savings account
3932,74,Monthly,2020-07-25,NRI account
2717,74,Monthly,2020-07-25,Salary account
2983,42,Monthly,2020-07-25,Savings account
1490,5,Monthly,2020-07-25,NRI account
4320,61,Monthly,2020-07-23,Savings account
6495,6,Monthly,2020-07-23,Savings account
3511,70,Monthly,2020-07-23,NRI account
378,68,Monthly,2020-07-22,NRI account
1188,16,Monthly,2020-07-22,NRI account
2652,1,Monthly,2020-07-22,Savings account
3526,1,Monthly,2020-07-22,Salary account
113,55,Monthly,2020-07-22,Savings account
3733,33,Monthly,2020-07-22,Salary account
683,74,Monthly,2020-07-22,NRI account
3494,60,Monthly,2020-07-22,NRI account
3518,9,Monthly,2020-07-22,NRI account
7674,1,Monthly,2020-07-21,Salary account
11123,39,Monthly,2020-07-21,Salary account
1765,18,Monthly,2020-07-21,Salary account
847,2,Monthly,2020-07-21,Salary account
4618,3,Monthly,2020-07-21,Salary account
3543,74,Monthly,2020-07-21,Savings account
1471,1,Monthly,2020-07-21,Salary account
3472,55,Monthly,2020-07-21,NRI account
2407,1,Monthly,2020-07-21,NRI account
1893,48,Monthly,2020-07-20,Salary account
2882,44,Monthly,2020-07-20,Salary account
5250,8,weekly,2020-07-20,NRI account
2266,50,Monthly,2020-07-19,Savings account
137,70,Monthly,2020-07-19,NRI account
3562,50,Monthly,2020-07-19,Savings account
9138,26,Monthly,2020-07-18,NRI account
5837,5,Monthly,2020-07-18,Salary account
971,12,Monthly,2020-07-18,Savings account
81,74,Monthly,2020-07-18,Salary account
4537,53,weekly,2020-07-18,NRI account
4086,66,Monthly,2020-07-17,Salary account
6461,50,Monthly,2020-07-17,Savings account
110,36,Monthly,2020-07-17,Salary account
526,67,Monthly,2020-07-16,Savings account
571,72,Monthly,2020-07-16,Savings account
3946,70,Monthly,2020-07-16,NRI account
2573,4,Monthly,2020-07-16,Salary account
593,48,Monthly,2020-07-16,Savings account
869,16,Monthly,2020-07-15,NRI account
2359,54,Monthly,2020-07-14,NRI account
3726,54,Monthly,2020-07-14,Savings account
584,31,Monthly,2020-07-14,NRI account
392,1,Monthly,2020-07-14,NRI account
3426,9,weekly,2020-07-13,Savings account
3204,61,Monthly,2020-07-13,Salary account
2887,76,Monthly,2020-07-13,Salary account
2468,4,Monthly,2020-07-13,Savings account
3350,74,Monthly,2020-07-13,Savings account
858,52,Monthly,2020-07-13,Savings account
2821,54,Monthly,2020-07-12,Savings account
2112,44,Monthly,2020-07-12,NRI account
2506,22,suance after a transaction,2020-07-12,NRI account
1078,1,Monthly,2020-07-12,NRI account
1895,35,Monthly,2020-07-12,Salary account
2961,9,Monthly,2020-07-12,Savings account
690,10,Monthly,2020-07-11,Salary account
2945,6,Monthly,2020-07-11,Savings account
573,1,weekly,2020-07-11,NRI account
2131,70,Monthly,2020-07-11,Salary account
2147,28,Monthly,2020-07-10,Salary account
984,2,Monthly,2020-07-10,Salary account
3848,20,Monthly,2020-07-10,Salary account
2825,54,Monthly,2020-07-10,NRI account
5602,19,suance after a transaction,2020-07-10,Salary account
1094,35,Monthly,2020-07-10,NRI account
413,18,Monthly,2020-07-09,NRI account
3334,67,Monthly,2020-07-09,NRI account
2625,48,weekly,2020-07-09,Salary account
7733,19,weekly,2020-07-08,NRI account
1758,21,Monthly,2020-07-08,NRI account
9859,27,Monthly,2020-07-08,Salary account
10711,36,Monthly,2020-07-08,Savings account
725,70,Monthly,2020-07-08,Salary account
1739,3,Monthly,2020-07-08,Savings account
10202,70,Monthly,2020-07-08,Salary account
506,67,Monthly,2020-07-08,NRI account
955,59,Monthly,2020-07-08,Salary account
932,20,Monthly,2020-07-08,Salary account
1289,72,Monthly,2020-07-07,NRI account
2445,52,Monthly,2020-07-07,NRI account
2737,69,Monthly,2020-07-06,Salary account
7101,54,Monthly,2020-07-06,NRI account
313,73,Monthly,2020-07-06,Salary account
2593,5,Monthly,2020-07-06,Savings account
1232,48,Monthly,2020-07-06,Salary account
2108,74,Monthly,2020-07-06,Salary account
3694,70,Monthly,2020-07-06,Savings account
1903,11,Monthly,2020-07-05,NRI account
3153,2,Monthly,2020-07-05,Savings account
265,19,Monthly,2020-07-05,NRI account
2812,18,Monthly,2020-07-05,Salary account
1609,41,Monthly,2020-07-05,NRI account
2526,16,Monthly,2020-07-04,NRI account
2604,68,Monthly,2020-07-04,NRI account
5269,49,Monthly,2020-07-04,Savings account
3563,1,Monthly,2020-07-04,NRI account
3550,68,Monthly,2020-07-04,Salary account
7033,75,Monthly,2020-07-03,Salary account
88,31,Monthly,2020-07-03,Savings account
1480,41,weekly,2020-07-03,Savings account
3089,12,weekly,2020-07-02,Savings account
7181,77,suance after a transaction,2020-07-02,NRI account
1241,53,Monthly,2020-07-02,Savings account
1004,70,Monthly,2020-07-02,Salary account
2344,13,Monthly,2020-07-02,NRI account
2530,74,Monthly,2020-07-02,Savings account
170,59,Monthly,2020-07-02,Savings account
2319,58,Monthly,2020-07-02,Savings account
3864,33,Monthly,2020-07-01,Savings account
1266,57,Monthly,2020-07-01,NRI account
878,52,Monthly,2020-06-29,Savings account
1007,1,Monthly,2020-06-28,Salary account
4379,44,Monthly,2020-06-28,NRI account
2950,62,Monthly,2020-06-28,Savings account
3793,5,Monthly,2020-06-28,Salary account
3588,33,Monthly,2020-06-28,NRI account
3573,59,Monthly,2020-06-27,Salary account
3149,57,Monthly,2020-06-27,Savings account
1275,32,Monthly,2020-06-26,NRI account
1087,55,Monthly,2020-06-26,Savings account
1396,46,Monthly,2020-06-26,Savings account
2295,57,Monthly,2020-06-25,NRI account
9631,11,Monthly,2020-06-25,Salary account
140,24,Monthly,2020-06-25,Salary account
788,12,Monthly,2020-06-25,Savings account
2040,75,Monthly,2020-06-25,Salary account
1029,26,Monthly,2020-06-25,Savings account
3318,62,Monthly,2020-06-25,NRI account
2420,35,Monthly,2020-06-25,Salary account
3432,1,Monthly,2020-06-25,Salary account
6688,16,Monthly,2020-06-25,Salary account
3899,22,Monthly,2020-06-25,NRI account
962,64,Monthly,2020-06-24,Savings account
2395,3,Monthly,2020-06-24,Savings account
3227,1,Monthly,2020-06-24,Salary account
3585,1,Monthly,2020-06-23,Salary account
2706,47,Monthly,2020-06-23,Savings account
2773,38,Monthly,2020-06-23,NRI account
1781,10,Monthly,2020-06-23,Savings account
1097,67,Monthly,2020-06-22,Salary account
3206,38,Monthly,2020-06-22,Salary account
3696,1,Monthly,2020-06-22,Salary account
2387,70,Monthly,2020-06-22,Salary account
10361,21,Monthly,2020-06-21,Savings account
587,19,Monthly,2020-06-21,NRI account
373,67,Monthly,2020-06-20,NRI account
2977,28,Monthly,2020-06-20,Salary account
488,25,Monthly,2020-06-20,Salary account
3120,1,Monthly,2020-06-20,Savings account
3801,1,Monthly,2020-06-20,NRI account
72,1,weekly,2020-06-20,NRI account
3239,5,Monthly,2020-06-19,Savings account
3485,53,Monthly,2020-06-19,Salary account
567,15,Monthly,2020-06-19,Salary account
3180,1,Monthly,2020-06-18,Salary account
1271,17,Monthly,2020-06-18,Savings account
2870,1,Monthly,2020-06-18,Savings account
3645,36,Monthly,2020-06-18,Salary account
1086,37,Monthly,2020-06-17,Salary account
2602,46,Monthly,2020-06-17,NRI account
4768,39,Monthly,2020-06-17,Salary account
507,52,Monthly,2020-06-17,NRI account
3647,77,Monthly,2020-06-17,Salary account
1444,70,Monthly,2020-06-16,NRI account
4447,62,Monthly,2020-06-16,Salary account
3515,68,Monthly,2020-06-16,Savings account
8158,48,weekly,2020-06-16,NRI account
848,31,Monthly,2020-06-16,Salary account
3668,1,Monthly,2020-06-15,Savings account
2400,40,Monthly,2020-06-15,NRI account
3015,19,Monthly,2020-06-15,Savings account
558,10,Monthly,2020-06-15,Salary account
3114,1,Monthly,2020-06-15,Savings account
4626,9,Monthly,2020-06-15,Salary account
1869,1,Monthly,2020-06-14,Savings account
2397,70,Monthly,2020-06-14,Salary account
2603,9,Monthly,2020-06-14,Salary account
3723,2,Monthly,2020-06-14,Savings account
3957,33,weekly,2020-06-13,NRI account
3584,55,Monthly,2020-06-12,NRI account
93,2,Monthly,2020-06-12,Savings account
2104,48,Monthly,2020-06-12,Salary account
2710,12,Monthly,2020-06-12,Savings account
1058,47,Monthly,2020-06-11,Savings account
1431,41,Monthly,2020-06-11,NRI account
181,21,Monthly,2020-06-11,Savings account
603,62,Monthly,2020-06-11,Savings account
409,1,Monthly,2020-06-11,NRI account
9510,1,Monthly,2020-06-09,Savings account
7926,69,weekly,2020-06-09,Salary account
3591,1,suance after a transaction,2020-06-09,Savings account
4585,27,Monthly,2020-06-08,Salary account
171,46,Monthly,2020-06-08,Salary account
3676,58,Monthly,2020-06-08,Savings account
1082,2,Monthly,2020-06-08,Savings account
6699,35,Monthly,2020-06-08,Savings account
1219,1,Monthly,2020-06-08,NRI account
4803,26,Monthly,2020-06-08,Savings account
1528,50,Monthly,2020-06-08,Savings account
375,68,Monthly,2020-06-07,NRI account
1270,55,suance after a transaction,2020-06-07,Salary account
9548,62,Monthly,2020-06-07,Savings account
3522,16,Monthly,2020-06-07,NRI account
669,35,Monthly,2020-06-07,Savings account
732,38,Monthly,2020-06-07,Savings account
3448,58,weekly,2020-06-06,Salary account
1913,48,Monthly,2020-06-06,NRI account
958,72,Monthly,2020-06-06,Savings account
3199,66,Monthly,2020-06-06,NRI account
1954,72,Monthly,2020-06-05,NRI account
1973,71,Monthly,2020-06-05,Savings account
2190,41,weekly,2020-06-04,NRI account
3746,70,Monthly,2020-06-04,Savings account
2982,19,Monthly,2020-06-04,Savings account
9263,68,Monthly,2020-06-04,Salary account
1405,53,Monthly,2020-06-04,Salary account
1124,26,Monthly,2020-06-02,Savings account
687,27,Monthly,2020-06-02,NRI account
3590,57,Monthly,2020-06-02,Savings account
3459,76,Monthly,2020-06-02,Salary account
2389,40,Monthly,2020-06-02,Salary account
2837,46,Monthly,2020-06-02,NRI account
621,52,Monthly,2020-06-01,NRI account
10445,72,Monthly,2020-05-29,Salary account
268,3,Monthly,2020-05-29,Savings account
3240,35,weekly,2020-05-29,Savings account
877,1,Monthly,2020-05-29,Savings account
450,59,Monthly,2020-05-28,NRI account
1646,1,weekly,2020-05-27,Salary account
612,1,Monthly,2020-05-27,Savings account
4099,54,Monthly,2020-05-26,NRI account
3055,15,Monthly,2020-05-26,Salary account
1715,60,Monthly,2020-05-26,Savings account
1905,34,Monthly,2020-05-25,Salary account
7713,50,weekly,2020-05-25,Savings account
832,42,Monthly,2020-05-24,Salary account
891,34,Monthly,2020-05-23,Salary account
2888,19,Monthly,2020-05-23,Savings account
1210,28,Monthly,2020-05-21,NRI account
8972,70,Monthly,2020-05-21,NRI account
3731,70,Monthly,2020-05-20,NRI account
1323,43,Monthly,2020-05-20,NRI account
580,75,Monthly,2020-05-20,Salary account
2805,39,Monthly,2020-05-20,Salary account
1399,45,Monthly,2020-05-20,Savings account
1904,70,Monthly,2020-05-18,Savings account
1040,19,Monthly,2020-05-18,Salary account
776,66,Monthly,2020-05-18,Salary account
3162,63,weekly,2020-05-18,NRI account
379,32,Monthly,2020-05-18,Salary account
3495,54,Monthly,2020-05-17,Savings account
76,52,Monthly,2020-05-16,NRI account
1924,66,Monthly,2020-05-16,Salary account
8772,1,Monthly,2020-05-16,Savings account
2505,60,Monthly,2020-05-16,Salary account
7542,54,Monthly,2020-05-16,Savings account
1074,59,Monthly,2020-05-16,Savings account
9199,72,Monthly,2020-05-15,Salary account
