loan_id,account_id,date,amount,duration,payments,strunning contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlemtus
5134,825,970202,53076,12,4423,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5419,2246,970205,415800,60,6930,running contract  OK 
6255,6158,970208,247920,48,5165,running contract client in debt
5656,3353,970209,146064,24,6086,running contract  OK 
6934,9494,970209,116832,12,9736,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6028,5072,970209,317520,60,5292,running contract  OK 
6490,7262,970210,73260,60,1221,running contract  OK 
6415,6950,970212,475680,48,9910,running contract  OK 
7087,10215,970220,44304,24,1846,running contract  OK 
5420,2247,970224,72504,24,3021,running contract  OK 
5977,4803,970225,59136,48,1232,running contract  OK 
6824,9052,970226,71976,24,2999,running contract client in debt
5207,1244,970228,35904,48,748,running contract  OK 
7115,10351,970304,88704,48,1848,running contract  OK 
7250,11069,970304,119136,48,2482,running contract  OK 
6010,4969,970306,150180,60,2503,running contract  OK 
6088,5317,970307,90180,36,2505,running contract  OK 
5682,3455,970307,67464,12,5622,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7201,10807,970307,67464,12,5622,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6938,9504,970310,341280,60,5688,running contract  OK 
6875,9235,970313,83280,48,1735,running contract  OK 
5953,4715,970314,97176,24,4049,running contract  OK 
5942,4681,970315,162624,48,3388,running contract  OK 
5382,2134,970317,22932,36,637,running contract  OK 
6377,6792,970317,17184,12,1432,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5931,4618,970317,66696,24,2779,running contract client in debt
5992,4863,970318,76080,12,6340,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5790,4033,970320,84288,48,1756,running contract  OK 
6753,8688,970320,67980,12,5665,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6562,7674,970321,94488,24,3937,running contract  OK 
7046,10049,970328,91632,12,7636,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5868,4361,970329,90156,12,7513,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5784,3967,970329,84600,36,2350,running contract client in debt
5878,4415,970401,74040,12,6170,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5110,675,970401,102240,60,1704,running contract  OK 
5210,1252,970401,148140,36,4115,running contract  OK 
7230,10954,970402,18720,60,312,running contract  OK 
5005,176,970410,27456,12,2288,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6871,9225,970413,164256,48,3422,running contract  OK 
5363,2051,970422,293880,60,4898,running contract client in debt
7253,11079,970426,98304,12,8192,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6055,5181,970428,399120,60,6652,running contract  OK 
5072,472,970428,196800,24,8200,running contract client in debt
6913,9377,970429,99936,24,4164,running contract  OK 
6386,6856,970430,124344,36,3454,running contract  OK 
5634,3229,970501,39024,12,3252,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5758,3859,970502,307200,60,5120,running contract client in debt
6819,9031,970503,50112,24,2088,running contract  OK 
7088,10233,970503,239160,60,3986,running contract  OK 
5039,314,970503,66840,24,2785,running contract  OK 
5532,2754,970504,335280,48,6985,running contract  OK 
6037,5118,970504,53232,48,1109,running contract  OK 
6322,6510,970506,76992,24,3208,running contract  OK 
6887,9263,970508,39576,12,3298,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6660,8094,970509,220428,36,6123,running contract  OK 
5451,2350,970511,159744,48,3328,running contract  OK 
6014,4999,970518,165168,36,4588,running contract  OK 
5556,2872,970519,268320,60,4472,running contract  OK 
6346,6649,970522,100260,60,1671,running contract  OK 
5850,4293,970522,164196,36,4561,running contract  OK 
5940,4660,970528,106944,24,4456,running contract  OK 
7119,10361,970602,86880,12,7240,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5253,1447,970603,100080,48,2085,running contract  OK 
6851,9138,970603,272220,60,4537,running contract client in debt
6695,8320,970604,309660,60,5161,running contract  OK 
6908,9353,970608,188616,24,7859,running contract  OK 
7255,11096,970609,213300,60,3555,running contract  OK 
5674,3418,970610,207264,48,4318,running contract  OK 
6278,6265,970610,87360,24,3640,running contract  OK 
5486,2516,970613,466608,48,9721,running contract  OK 
5174,1093,970613,385104,48,8023,running contract  OK 
6621,7957,970614,42900,12,3575,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6313,6461,970615,150912,36,4192,running contract  OK 
6435,7045,970616,288720,48,6015,running contract  OK 
6970,9677,970617,31620,60,527,running contract  OK 
6310,6440,970617,34572,12,2881,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5932,4626,970618,33348,12,2779,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6877,9241,970619,285240,60,4754,running contract  OK 
6763,8772,970619,88272,48,1839,running contract  OK 
7085,10202,970619,305424,48,6363,running contract  OK 
7049,10063,970624,233424,36,6484,running contract  OK 
6959,9633,970630,59448,24,2477,running contract client in debt
5214,1270,970701,74772,36,2077,running contract  OK 
6350,6678,970709,294384,48,6133,running contract  OK 
5063,442,970710,357840,48,7455,running contract client in debt
5041,319,970711,369000,60,6150,running contract  OK 
5086,525,970716,210384,48,4383,running contract  OK 
6942,9513,970716,18324,12,1527,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5270,1528,970721,191088,48,3981,running contract  OK 
6705,8381,970725,333648,48,6951,running contract client in debt
7051,10068,970728,77808,12,6484,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6758,8742,970729,33144,12,2762,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6249,6138,970730,67608,24,2817,running contract  OK 
5808,4099,970731,41856,48,872,running contract  OK 
5377,2116,970804,92400,12,7700,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5446,2334,970804,48312,24,2013,running contract  OK 
5856,4320,970809,51360,12,4280,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
4986,97,970810,102876,12,8573,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7001,9859,970810,300600,60,5010,running contract  OK 
6677,8169,970812,97980,60,1633,running contract  OK 
6665,8114,970815,99300,60,1655,running contract  OK 
5817,4127,970815,100800,24,4200,running contract client in debt
6984,9730,970815,116040,60,1934,running contract  OK 
6541,7565,970817,153504,48,3198,running contract  OK 
5117,718,970820,76944,12,6412,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6097,5362,970821,202848,48,4226,running contract  OK 
5389,2165,970822,78600,24,3275,running contract  OK 
7219,10905,970823,57120,48,1190,running contract  OK 
6338,6592,970824,390660,60,6511,running contract  OK 
6922,9424,970826,83628,36,2323,running contract  OK 
5367,2064,970826,83628,36,2323,running contract  OK 
5638,3249,970827,68124,12,5677,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5830,4190,970828,405780,60,6763,running contract  OK 
5338,1888,970830,57360,12,4780,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6007,4949,970830,289920,48,6040,running contract  OK 
6612,7907,970831,97392,12,8116,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5718,3637,970901,14028,12,1169,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6104,5395,970905,158184,36,4394,running contract  OK 
5229,1329,970906,23520,12,1960,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6625,7966,970907,473280,60,7888,running contract client in debt
5206,1242,970907,128544,24,5356,running contract  OK 
5963,4746,970907,204780,60,3413,running contract  OK 
4990,110,970908,162576,36,4516,running contract  OK 
6641,8026,970909,128268,36,3563,running contract  OK 
5369,2080,970912,214596,36,5961,running contract  OK 
6196,5837,970914,177804,36,4939,running contract  OK 
5236,1374,970915,389136,48,8107,running contract  OK 
5719,3664,970920,271584,48,5658,running contract  OK 
5643,3273,970921,94512,12,7876,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
7050,10065,970923,311232,48,6484,running contract  OK 
6355,6699,970924,127200,48,2650,running contract  OK 
6688,8268,970926,8616,24,359,running contract  OK 
6239,6083,970928,360864,48,7518,running contract client in debt
5531,2753,970930,66432,24,2768,running contract  OK 
6113,5445,971001,78696,36,2186,running contract  OK 
7181,10679,971002,197808,24,8242,running contract  OK 
6118,5477,971004,349392,48,7279,running contract  OK 
7264,11141,971007,44940,12,3745,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5343,1906,971008,44952,24,1873,running contract  OK 
5051,378,971011,230400,60,3840,running contract  OK 
5779,3942,971014,107352,36,2982,running contract  OK 
6605,7890,971014,79344,48,1653,running contract  OK 
6655,8085,971017,260400,60,4340,running contract client in debt
6534,7542,971019,590820,60,9847,running contract  OK 
5681,3448,971020,68664,24,2861,running contract  OK 
6607,7894,971021,153144,36,4254,running contract  OK 
6242,6097,971022,26208,36,728,running contract  OK 
7242,11027,971023,48096,24,2004,running contract  OK 
7277,11231,971024,89280,12,7440,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6675,8158,971101,238716,36,6631,running contract  OK 
5398,2187,971104,53472,12,4456,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5956,4725,971104,168264,36,4674,running contract  OK 
5731,3711,971105,460980,60,7683,running contract client in debt
6956,9631,971109,59448,24,2477,running contract  OK 
6437,7052,971109,63972,36,1777,running contract client in debt
5447,2335,971112,541200,60,9020,running contract client in debt
5973,4784,971124,219456,48,4572,running contract  OK 
6075,5267,971126,129312,24,5388,running contract client in debt
5281,1580,971127,194256,24,8094,running contract  OK 
5103,666,971128,12540,12,1045,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6468,7176,971130,203940,60,3399,running contract  OK 
7209,10857,971130,385560,60,6426,running contract client in debt
5584,2986,971206,24792,24,1033,running contract  OK 
4988,103,971206,265320,36,7370,running contract client in debt
6502,7424,971208,30276,12,2523,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5651,3329,971208,19248,12,1604,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
4962,25,971208,30276,12,2523,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5862,4342,971209,100128,24,4172,running contract  OK 
7199,10789,971209,45768,12,3814,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6727,8505,971210,42840,12,3570,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7279,11244,971211,155760,24,6490,running contract  OK 
6544,7594,971211,130464,48,2718,running contract  OK 
5933,4631,971213,87528,24,3647,running contract  OK 
6574,7745,971220,77544,36,2154,running contract  OK 
6399,6902,971221,49320,36,1370,running contract  OK 
7187,10711,971224,24180,60,403,running contract  OK 
6353,6686,971225,116496,24,4854,running contract  OK 
5043,339,971225,468060,60,7801,running contract  OK 
5469,2445,971226,293160,60,4886,running contract  OK 
5976,4794,971227,465504,48,9698,running contract client in debt
6059,5196,971228,79824,12,6652,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5799,4052,971228,106128,36,2948,running contract  OK 
6147,5602,971228,177504,48,3698,running contract  OK 
6254,6157,971228,247920,48,5165,running contract  OK 
7100,10280,971231,348120,60,5802,running contract  OK 
7147,10478,980102,267600,48,5575,running contract  OK 
5909,4550,980103,61320,60,1022,running contract  OK 
7037,10022,980103,218064,48,4543,running contract  OK 
5782,3953,980104,63576,12,5298,running contract  OK 
6237,6075,980106,407952,48,8499,running contract client in debt
6552,7632,980108,170448,48,3551,running contract  OK 
7067,10134,980111,136368,24,5682,running contract  OK 
5320,1819,980111,143676,36,3991,running contract  OK 
5930,4616,980112,66696,24,2779,running contract  OK 
6486,7240,980115,152160,60,2536,running contract  OK 
5245,1407,980117,125472,24,5228,running contract  OK 
6643,8038,980118,35856,24,1494,running contract  OK 
5260,1480,980119,123300,36,3425,running contract  OK 
5569,2936,980120,504000,60,8400,running contract  OK 
7110,10345,980121,31260,12,2605,running contract  OK 
7139,10445,980122,23412,12,1951,running contract  OK 
6791,8926,980123,566640,60,9444,running contract  OK 
5360,2035,980125,176328,36,4898,running contract  OK 
5287,1638,980126,64224,24,2676,running contract  OK 
6553,7636,980126,42384,12,3532,running contract  OK 
7072,10148,980127,22104,12,1842,running contract  OK 
6044,5133,980127,57060,12,4755,running contract  OK 
5332,1869,980129,37944,36,1054,running contract  OK 
6866,9201,980205,122472,24,5103,running contract  OK 
6633,7997,980205,160656,24,6694,running contract  OK 
6926,9455,980207,374760,60,6246,running contract  OK 
6442,7082,980208,194160,48,4045,running contract  OK 
5889,4456,980209,321240,60,5354,running contract  OK 
5765,3875,980210,153936,24,6414,running contract  OK 
5124,785,980212,156096,36,4336,running contract  OK 
5491,2545,980213,428784,48,8933,running contract  OK 
6730,8523,980215,93036,12,7753,running contract  OK 
7151,10493,980218,133800,24,5575,running contract  OK 
5140,873,980224,178500,60,2975,running contract  OK 
7171,10650,980224,196224,48,4088,running contract  OK 
6568,7713,980225,220440,60,3674,running contract  OK 
6861,9179,980228,215040,60,3584,running contract  OK 
6855,9153,980301,52236,36,1451,running contract  OK 
7129,10404,980301,194280,60,3238,running contract  OK 
5384,2142,980307,23328,12,1944,running contract  OK 
6859,9167,980307,272220,60,4537,running contract  OK 
5772,3906,980308,334620,60,5577,running contract  OK 
5665,3390,980311,40632,12,3386,running contract  OK 
6495,7274,980312,49044,12,4087,running contract  OK 
5061,440,980313,84288,48,1756,running contract  OK 
6948,9560,980315,157068,36,4363,running contract  OK 
5773,3907,980316,133848,24,5577,running contract  OK 
6052,5164,980323,22356,36,621,running contract  OK 
6682,8225,980330,36204,12,3017,running contract client in debt
6083,5305,980331,240528,48,5011,running contract  OK 
6962,9646,980402,279072,48,5814,running contract  OK 
5158,1004,980411,188532,36,5237,running contract  OK 
6464,7156,980416,49488,24,2062,running contract  OK 
5172,1083,980416,50976,36,1416,running contract  OK 
5582,2982,980417,41256,12,3438,running contract  OK 
6136,5572,980419,140880,60,2348,running contract  OK 
6235,6062,980419,321360,60,5356,running contract  OK 
6508,7437,980419,110736,48,2307,running contract  OK 
4968,38,980419,110736,48,2307,running contract  OK 
6632,7990,980423,144960,48,3020,running contract  OK 
7195,10774,980423,339168,48,7066,running contract  OK 
5525,2720,980427,93888,36,2608,running contract  OK 
6320,6495,980428,104964,12,8747,running contract  OK 
6766,8784,980428,74352,24,3098,running contract  OK 
6872,9227,980429,191580,60,3193,running contract  OK 
5906,4533,980505,81144,36,2254,running contract  OK 
7172,10652,980507,45720,12,3810,running contract  OK 
6571,7733,980512,140064,24,5836,running contract  OK 
5616,3143,980515,130896,24,5454,running contract  OK 
6312,6453,980517,10944,36,304,running contract  OK 
6470,7181,980517,49872,12,4156,running contract  OK 
5147,938,980521,22260,60,371,running contract  OK 
5501,2622,980521,136344,24,5681,running contract  OK 
6436,7049,980522,495180,60,8253,running contract  OK 
5699,3562,980524,174960,24,7290,running contract  OK 
5313,1776,980527,43200,24,1800,running contract  OK 
6234,6061,980528,5148,12,429,running contract  OK 
6569,7721,980528,45456,12,3788,running contract  OK 
7202,10812,980529,140688,48,2931,running contract  OK 
5683,3460,980529,140688,48,2931,running contract  OK 
5034,303,980530,112752,36,3132,running contract  OK 
5435,2279,980601,314688,48,6556,running contract  OK 
5815,4116,980603,151200,36,4200,running contract  OK 
5589,3005,980605,390000,48,8125,running contract  OK 
6746,8639,980606,185640,60,3094,running contract  OK 
6790,8919,980608,76104,24,3171,running contract  OK 
6857,9159,980608,69600,48,1450,running contract  OK 
6450,7099,980610,234336,48,4882,running contract  OK 
7221,10915,980611,152460,60,2541,running contract  OK 
5527,2728,980615,156420,60,2607,running contract  OK 
5620,3161,980616,30012,12,2501,running contract  OK 
6215,5944,980618,78720,48,1640,running contract  OK 
7167,10644,980618,269964,36,7499,running contract  OK 
5823,4144,980621,212976,36,5916,running contract  OK 
6207,5912,980623,184620,60,3077,running contract  OK 
6932,9491,980625,225504,48,4698,running contract  OK 
5669,3403,980627,71820,36,1995,running contract  OK 
5154,993,980701,108720,60,1812,running contract  OK 
7168,10645,980705,208332,36,5787,running contract  OK 
5585,2988,980708,88608,12,7384,running contract  OK 
7200,10799,980711,31140,60,519,running contract  OK 
6539,7559,980711,12792,12,1066,running contract  OK 
5774,3916,980712,96984,36,2694,running contract  OK 
6357,6706,980712,64860,60,1081,running contract  OK 
5042,330,980712,331584,48,6908,running contract  OK 
5015,226,980712,109344,12,9112,running contract  OK 
5354,2000,980714,290820,60,4847,running contract  OK 
6054,5180,980716,58764,12,4897,running contract  OK 
7295,11328,980718,280440,60,4674,running contract  OK 
5365,2055,980719,271260,60,4521,running contract  OK 
6755,8713,980724,170700,60,2845,running contract  OK 
5991,4858,980727,335184,48,6983,running contract client in debt
7035,10005,980729,210744,36,5854,running contract  OK 
5893,4467,980803,86184,36,2394,running contract  OK 
7164,10613,980815,249792,48,5204,running contract  OK 
5304,1718,980820,172272,24,7178,running contract  OK 
5561,2910,980829,437460,60,7291,running contract  OK 
5520,2699,980830,231168,48,4816,running contract  OK 
5241,1389,980902,125472,24,5228,running contract  OK 
7096,10257,980902,37812,12,3151,running contract  OK 
6078,5283,980909,170832,48,3559,running contract  OK 
5046,349,980909,42816,12,3568,running contract  OK 
5334,1876,980910,209040,24,8710,running contract  OK 
6969,9673,980912,88200,36,2450,running contract  OK 
6821,9037,980915,321936,48,6707,running contract  OK 
5760,3862,980918,74916,36,2081,running contract  OK 
5614,3137,980921,253560,60,4226,running contract  OK 
7091,10243,980922,113436,36,3151,running contract  OK 
5698,3556,980922,174840,60,2914,running contract  OK 
5169,1068,980924,253200,60,4220,running contract  OK 
7294,11327,980927,39168,24,1632,running contract  OK 
5318,1808,980930,385584,48,8033,running contract  OK 
5368,2073,981005,44640,24,1860,running contract  OK 
6923,9433,981005,44640,24,1860,running contract  OK 
5463,2413,981006,17952,12,1496,running contract  OK 
5265,1498,981007,165780,60,2763,running contract  OK 
6321,6505,981008,38496,12,3208,running contract  OK 
5226,1318,981011,185544,36,5154,running contract  OK 
6868,9208,981012,82128,24,3422,running contract  OK 
4967,37,981014,318480,60,5308,running contract client in debt
5293,1656,981029,189792,48,3954,running contract  OK 
5865,4354,981030,327660,60,5461,running contract  OK 
5841,4268,981104,41988,12,3499,running contract  OK 
5526,2725,981108,69624,36,1934,running contract  OK 
6852,9140,981110,16032,48,334,running contract  OK 
6469,7180,981117,99744,24,4156,running contract  OK 
6168,5698,981121,99216,36,2756,running contract  OK 
7292,11317,981122,317460,60,5291,running contract  OK 
5036,309,981125,91248,48,1901,running contract  OK 
5644,3293,981127,276084,36,7669,running contract  OK 
6856,9156,981201,163332,36,4537,running contract  OK 
5428,2262,981202,230220,36,6395,running contract  OK 
5027,276,981202,160920,36,4470,running contract  OK 
4989,105,981205,352704,48,7348,running contract  OK 
5221,1284,981205,52512,12,4376,running contract  OK 
6402,6922,981206,139488,24,5812,running contract  OK 
5346,1928,981206,55632,24,2318,running contract  OK 
6748,8645,981208,240900,60,4015,running contract  OK 
